schengen_state,origin_country,origin_consulate,visas_applied,visas_issued,visas_not_issued,visa_refusal_rate,year
Luxembourg,CZECH REPUBLIC,PRAGUE,0.0,0.0,0.0,,2010
Luxembourg,GREECE,ATHENS,0.0,0.0,0.0,,2010
Luxembourg,ITALY,ROME,1.0,0.0,1.0,1.0,2010
Luxembourg,JAPAN,TOKYO,6.0,5.0,1.0,0.1666666666666666,2010
Luxembourg,LUXEMBOURG,LUXEMBURG,105.0,105.0,0.0,0.0,2010
Luxembourg,NETHERLANDS,THE HAGUE,1.0,1.0,0.0,0.0,2010
Luxembourg,PORTUGAL,LISBON,0.0,0.0,0.0,,2010
Luxembourg,RUSSIA,MOSCOW,5431.0,5304.0,127.0,0.0233842754557171,2010
Luxembourg,SWITZERLAND,GENEVA,3.0,2.0,1.0,0.3333333333333333,2010
Luxembourg,THAILAND,BANGKOK,190.0,167.0,23.0,0.1210526315789473,2010
Luxembourg,UNITED KINGDOM,LONDON,588.0,538.0,50.0,0.0850340136054421,2010
Luxembourg,UNITED STATES OF AMERICA,NEW YORK,66.0,66.0,0.0,0.0,2010
Luxembourg,UNITED STATES OF AMERICA,SAN FRANCISCO,38.0,37.0,1.0,0.0263157894736842,2010
Luxembourg,UNITED STATES OF AMERICA,WASHINGTON,82.0,78.0,4.0,0.048780487804878,2010
Latvia,AZERBAIJAN,BAKU,2266.0,2035.0,231.0,0.1019417475728155,2010
Latvia,BELARUS,MINSK,16875.0,16368.0,507.0,0.0300444444444444,2010
Latvia,BELARUS,VITSYEBSK,7464.0,7281.0,183.0,0.0245176848874598,2010
Latvia,BELGIUM,BRUSSELS,1.0,1.0,0.0,0.0,2010
Latvia,CANADA,OTTAWA,23.0,23.0,0.0,0.0,2010
Latvia,CHINA,BEIJING,540.0,462.0,78.0,0.1444444444444444,2010
Latvia,DENMARK,COPENHAGEN,2.0,2.0,0.0,0.0,2010
Latvia,EGYPT,CAIRO,245.0,135.0,110.0,0.4489795918367347,2010
Latvia,ESTONIA,TALLINN,13.0,12.0,1.0,0.0769230769230769,2010
Latvia,FRANCE,PARIS,1.0,1.0,0.0,0.0,2010
Latvia,GEORGIA,TBILISI,2485.0,2025.0,460.0,0.1851106639839034,2010
Latvia,IRELAND,DUBLIN,1.0,1.0,0.0,0.0,2010
Latvia,ISRAEL,TEL AVIV,39.0,19.0,20.0,0.5128205128205128,2010
Latvia,ITALY,ROME,3.0,0.0,3.0,1.0,2010
Latvia,JAPAN,TOKYO,6.0,5.0,1.0,0.1666666666666666,2010
Latvia,KAZAKHSTAN,ASTANA,823.0,814.0,9.0,0.0109356014580801,2010
Latvia,LITHUANIA,VILNIUS,8.0,8.0,0.0,0.0,2010
Latvia,NETHERLANDS,THE HAGUE,1.0,1.0,0.0,0.0,2010
Latvia,NORWAY,OSLO,3.0,0.0,3.0,1.0,2010
Latvia,POLAND,WARSAW,7.0,5.0,2.0,0.2857142857142857,2010
Latvia,PORTUGAL,LISBON,1.0,0.0,1.0,1.0,2010
Latvia,RUSSIA,KALININGRAD,6462.0,6427.0,35.0,0.0054162797895388,2010
Latvia,RUSSIA,ST PETERSBURG,16678.0,16396.0,282.0,0.0169085022184914,2010
Latvia,RUSSIA,MOSCOW,65001.0,64620.0,381.0,0.0058614482854109,2010
Latvia,RUSSIA,PSKOV,5660.0,5608.0,52.0,0.0091872791519434,2010
Latvia,SWEDEN,STOCKHOLM,1.0,1.0,0.0,0.0,2010
Latvia,TURKEY,ANKARA,1850.0,1703.0,147.0,0.0794594594594594,2010
Latvia,UKRAINE,KIEV,9245.0,8500.0,745.0,0.0805840995132504,2010
Latvia,UNITED KINGDOM,LONDON,420.0,317.0,103.0,0.2452380952380952,2010
Latvia,UNITED STATES OF AMERICA,WASHINGTON,164.0,144.0,20.0,0.1219512195121951,2010
Latvia,UZBEKISTAN,TASHKENT,1554.0,1264.0,290.0,0.1866151866151866,2010
Malta,AUSTRALIA,CANBERRA,3.0,3.0,0.0,0.0,2010
Malta,AUSTRALIA,MELBOURNE,8.0,8.0,0.0,0.0,2010
Malta,AUSTRALIA,SYDNEY,9.0,9.0,0.0,0.0,2010
Malta,AUSTRIA,VIENNA,1.0,0.0,1.0,1.0,2010
Malta,CANADA,TORONTO,20.0,18.0,2.0,0.1,2010
Malta,CHINA,BEIJING,912.0,724.0,188.0,0.2061403508771929,2010
Malta,DENMARK,COPENHAGEN,0.0,0.0,0.0,,2010
Malta,EGYPT,CAIRO,1269.0,975.0,294.0,0.2316784869976359,2010
Malta,FRANCE,PARIS,4.0,3.0,1.0,0.25,2010
Malta,GERMANY,BERLIN,1.0,1.0,0.0,0.0,2010
Malta,GREECE,ATHENS,205.0,63.0,142.0,0.6926829268292682,2010
Malta,INDIA,NEW DELHI,1215.0,919.0,296.0,0.2436213991769547,2010
Malta,IRELAND,DUBLIN,95.0,95.0,0.0,0.0,2010
Malta,ISRAEL,TEL AVIV,2.0,2.0,0.0,0.0,2010
Malta,ITALY,ROME,28.0,28.0,0.0,0.0,2010
Malta,LIBYA,TRIPOLI,11438.0,10153.0,1285.0,0.11234481552719,2010
Malta,NETHERLANDS,THE HAGUE,1.0,1.0,0.0,0.0,2010
Malta,POLAND,WARSAW,2.0,2.0,0.0,0.0,2010
Malta,RUSSIA,MOSCOW,21753.0,21200.0,553.0,0.0254217809037833,2010
Malta,SAUDI ARABIA,RIYADH,1422.0,1223.0,199.0,0.139943741209564,2010
Malta,SWITZERLAND,GENEVA,6.0,6.0,0.0,0.0,2010
Malta,TUNISIA,TUNIS,799.0,633.0,166.0,0.2077596996245306,2010
Malta,TURKEY,ISTANBUL,1593.0,1399.0,194.0,0.1217827997489014,2010
Malta,UNITED KINGDOM,LONDON,898.0,868.0,30.0,0.0334075723830735,2010
Malta,UNITED STATES OF AMERICA,NEW YORK,36.0,35.0,1.0,0.0277777777777777,2010
Malta,UNITED STATES OF AMERICA,WASHINGTON,83.0,79.0,4.0,0.0481927710843373,2010
Netherlands,AFGHANISTAN,KABUL,223.0,172.0,6.0,0.0337078651685393,2010
Netherlands,ALBANIA,TIRANA,81.0,7.0,74.0,0.9135802469135802,2010
Netherlands,ALGERIA,ALGIERS,1458.0,1153.0,299.0,0.2059228650137741,2010
Netherlands,ARGENTINA,BUENOS AIRES,28.0,24.0,4.0,0.1428571428571428,2010
Netherlands,AUSTRALIA,SYDNEY,444.0,422.0,15.0,0.034324942791762,2010
Netherlands,AUSTRIA,VIENNA,13.0,10.0,0.0,0.0,2010
Netherlands,BANGLADESH,DHAKA,1055.0,820.0,142.0,0.1476091476091476,2010
Netherlands,BELGIUM,BRUSSELS,2.0,2.0,0.0,0.0,2010
Netherlands,BENIN,COTONOU,456.0,376.0,80.0,0.175438596491228,2010
Netherlands,BOSNIA AND HERZEGOVINA,SARAJEVO,5760.0,5649.0,111.0,0.0192708333333333,2010
Netherlands,BRAZIL,BRASILIA,22.0,20.0,2.0,0.0909090909090909,2010
Netherlands,BRAZIL,RIO DE JANEIRO,20.0,20.0,0.0,0.0,2010
Netherlands,BRAZIL,SAO PAULO,47.0,46.0,0.0,0.0,2010
Netherlands,BULGARIA,SOFIA,71.0,66.0,4.0,0.0571428571428571,2010
Netherlands,BURKINA FASO,OUAGADOUGOU,322.0,15.0,84.0,0.8484848484848485,2010
Netherlands,CAMEROON,YAOUNDE,177.0,44.0,131.0,0.7485714285714286,2010
Netherlands,CANADA,OTTAWA,228.0,222.0,5.0,0.0220264317180616,2010
Netherlands,CANADA,TORONTO,573.0,508.0,1.0,0.0019646365422396,2010
Netherlands,CHILE,SANTIAGO,46.0,43.0,3.0,0.0652173913043478,2010
Netherlands,CHINA,BEIJING,14585.0,14273.0,306.0,0.020989093902188,2010
Netherlands,CHINA,GUANGZHOU,3677.0,3579.0,94.0,0.0255921589980942,2010
Netherlands,CHINA,SHANGHAI,12133.0,11578.0,549.0,0.0452708831532943,2010
Netherlands,COLOMBIA,BOGOTA,3178.0,2724.0,334.0,0.1092217135382603,2010
Netherlands,CONGO (DEMOCRATIC REPUBLIC OF),KINSHASA,212.0,83.0,57.0,0.4071428571428571,2010
Netherlands,COSTA RICA,SAN JOSE,48.0,45.0,1.0,0.0217391304347826,2010
Netherlands,CROATIA,ZAGREB,42.0,41.0,0.0,0.0,2010
Netherlands,CUBA,HAVANA,876.0,790.0,63.0,0.0738569753810082,2010
Netherlands,DENMARK,COPENHAGEN,0.0,0.0,0.0,,2010
Netherlands,DOMINICAN REPUBLIC,SANTO DOMINGO,1664.0,1117.0,539.0,0.3254830917874396,2010
Netherlands,EGYPT,CAIRO,6212.0,5091.0,749.0,0.1282534246575342,2010
Netherlands,ERITREA,ASMARA,1069.0,1018.0,48.0,0.0450281425891182,2010
Netherlands,ETHIOPIA,ADDIS ABABA,1178.0,963.0,208.0,0.1776259607173356,2010
Netherlands,FINLAND,HELSINKI,2.0,2.0,0.0,0.0,2010
Netherlands,MACEDONIA,SKOPJE,465.0,35.0,33.0,0.4852941176470588,2010
Netherlands,FRANCE,PARIS,8.0,8.0,0.0,0.0,2010
Netherlands,GEORGIA,TBILISI,6263.0,4925.0,1338.0,0.2136356378732237,2010
Netherlands,GERMANY,BERLIN,3.0,2.0,0.0,0.0,2010
Netherlands,GERMANY,DUSSELDORF,12.0,6.0,0.0,0.0,2010
Netherlands,GHANA,ACCRA,4705.0,3413.0,1262.0,0.2699465240641711,2010
Netherlands,GREECE,ATHENS,44.0,33.0,6.0,0.1538461538461538,2010
Netherlands,GUATEMALA,GUATEMALA CITY,10.0,9.0,1.0,0.1,2010
Netherlands,HONG KONG SAR,HONG KONG,725.0,684.0,3.0,0.0043668122270742,2010
Netherlands,HUNGARY,BUDAPEST,3.0,3.0,0.0,0.0,2010
Netherlands,INDIA,NEW DELHI,14316.0,13243.0,964.0,0.0678538748504258,2010
Netherlands,INDIA,MUMBAI,17216.0,16321.0,892.0,0.0518212978562714,2010
Netherlands,INDONESIA,JAKARTA,18805.0,17130.0,748.0,0.0418391318939478,2010
Netherlands,IRAN,TEHERAN,14504.0,12968.0,966.0,0.0693268264676331,2010
Netherlands,IRELAND,DUBLIN,987.0,828.0,100.0,0.1077586206896551,2010
Netherlands,ISRAEL,TEL AVIV,409.0,338.0,43.0,0.1128608923884514,2010
Netherlands,ITALY,MILAN,5.0,4.0,0.0,0.0,2010
Netherlands,ITALY,ROME,15.0,7.0,0.0,0.0,2010
Netherlands,JAPAN,TOKYO,325.0,313.0,11.0,0.0339506172839506,2010
Netherlands,JORDAN,AMMAN,1856.0,1386.0,126.0,0.0833333333333333,2010
Netherlands,KAZAKHSTAN,ALMATY,6864.0,6707.0,126.0,0.0184399238987267,2010
Netherlands,KENYA,NAIROBI,2760.0,2400.0,314.0,0.1156963890935888,2010
Netherlands,KOREA (SOUTH),SEOUL,80.0,71.0,8.0,0.1012658227848101,2010
Netherlands,KUWAIT,KUWAIT CITY,2882.0,2818.0,30.0,0.0105337078651685,2010
Netherlands,LATVIA,RIGA,2.0,1.0,0.0,0.0,2010
Netherlands,LEBANON,BEIRUT,1514.0,1269.0,101.0,0.0737226277372262,2010
Netherlands,LIBYA,TRIPOLI,1282.0,924.0,87.0,0.086053412462908,2010
Netherlands,MALAYSIA,KUALA LUMPUR,362.0,332.0,26.0,0.0726256983240223,2010
Netherlands,MALI,BAMAKO,1059.0,700.0,356.0,0.3371212121212121,2010
Netherlands,MEXICO,MEXICO CITY,266.0,223.0,3.0,0.0132743362831858,2010
Netherlands,MOROCCO,RABAT,8965.0,7325.0,1602.0,0.1794555841828161,2010
Netherlands,NETHERLANDS,WILLEMSTAD (CURACAO),207.0,185.0,19.0,0.0931372549019607,2010
Netherlands,NEW ZEALAND,WELLINGTON,152.0,152.0,0.0,0.0,2010
Netherlands,NICARAGUA,MANAGUA,12.0,11.0,0.0,0.0,2010
Netherlands,NIGERIA,ABUJA,5520.0,3681.0,1554.0,0.2968481375358166,2010
Netherlands,OMAN,MUSCAT,1877.0,1834.0,13.0,0.0070384407146724,2010
Netherlands,PAKISTAN,ISLAMABAD,3875.0,2533.0,1054.0,0.2938388625592417,2010
Netherlands,PERU,LIMA,4592.0,4340.0,243.0,0.0530220379663975,2010
Netherlands,PHILIPPINES,MANILA,10782.0,10173.0,392.0,0.0371036441079034,2010
Netherlands,POLAND,WARSAW,24.0,21.0,3.0,0.125,2010
Netherlands,PORTUGAL,LISBON,7.0,7.0,0.0,0.0,2010
Netherlands,QATAR,DOHA,1373.0,1299.0,22.0,0.0166540499621498,2010
Netherlands,ROMANIA,BUCHAREST,125.0,106.0,8.0,0.0701754385964912,2010
Netherlands,RUSSIA,ST PETERSBURG,7807.0,7623.0,133.0,0.0171480144404332,2010
Netherlands,RUSSIA,MOSCOW,40484.0,40055.0,370.0,0.0091527520098948,2010
Netherlands,RWANDA,KIGALI,580.0,437.0,58.0,0.1171717171717171,2010
Netherlands,SAUDI ARABIA,RIYADH,3250.0,3067.0,51.0,0.0163566388710712,2010
Netherlands,SENEGAL,DAKAR,1553.0,58.0,722.0,0.9256410256410256,2010
Netherlands,SERBIA,BELGRADE,100.0,98.0,1.0,0.0101010101010101,2010
Netherlands,SINGAPORE,SINGAPORE,1453.0,1407.0,12.0,0.0084566596194503,2010
Netherlands,SOUTH AFRICA,PRETORIA,15771.0,15647.0,116.0,0.0073590052654951,2010
Netherlands,SPAIN,BARCELONA,22.0,19.0,1.0,0.05,2010
Netherlands,SPAIN,MADRID,15.0,12.0,0.0,0.0,2010
Netherlands,SRI LANKA,COLOMBO,2123.0,1585.0,511.0,0.2437977099236641,2010
Netherlands,SUDAN,KHARTOUM,1535.0,1116.0,215.0,0.1615326821938392,2010
Netherlands,SURINAME,PARAMARIBO,17165.0,16189.0,951.0,0.0554842473745624,2010
Netherlands,SWEDEN,STOCKHOLM,6.0,6.0,0.0,0.0,2010
Netherlands,SWITZERLAND,BERN,8.0,7.0,0.0,0.0,2010
Netherlands,SYRIA,DAMASCUS,1613.0,960.0,451.0,0.3196314670446492,2010
Netherlands,TAIWAN,TAIPEI,8986.0,8983.0,3.0,0.0003338526596928,2010
Netherlands,TANZANIA,DAR-ES-SALAAM,917.0,883.0,26.0,0.0286028602860286,2010
Netherlands,THAILAND,BANGKOK,6985.0,6544.0,426.0,0.061119081779053,2010
Netherlands,TRINIDAD AND TOBAGO,PORT-OF-SPAIN,1558.0,1557.0,1.0,0.0006418485237483,2010
Netherlands,TUNISIA,TUNIS,1111.0,900.0,209.0,0.1884580703336339,2010
Netherlands,TURKEY,ANKARA,13690.0,12211.0,1462.0,0.1069260586557449,2010
Netherlands,TURKEY,ISTANBUL,20132.0,19173.0,900.0,0.0448363473322373,2010
Netherlands,UGANDA,KAMPALA,1091.0,914.0,153.0,0.1433926897844423,2010
Netherlands,UKRAINE,KIEV,23668.0,22524.0,1124.0,0.047530446549391,2010
Netherlands,UNITED ARAB EMIRATES,ABU DHABI,438.0,421.0,3.0,0.0070754716981132,2010
Netherlands,UNITED ARAB EMIRATES,DUBAI,4065.0,3854.0,129.0,0.032387647501883,2010
Netherlands,UNITED KINGDOM,LONDON,13478.0,13012.0,312.0,0.0234163914740318,2010
Netherlands,URUGUAY,MONTEVIDEO,7.0,7.0,0.0,0.0,2010
Netherlands,UNITED STATES OF AMERICA,CHICAGO,359.0,350.0,3.0,0.0084985835694051,2010
Netherlands,UNITED STATES OF AMERICA,MIAMI,530.0,525.0,1.0,0.0019011406844106,2010
Netherlands,UNITED STATES OF AMERICA,NEW YORK,1669.0,1653.0,10.0,0.0060132291040288,2010
Netherlands,UNITED STATES OF AMERICA,WASHINGTON,3498.0,3358.0,35.0,0.0103153551429413,2010
Netherlands,VENEZUELA,CARACAS,37.0,32.0,3.0,0.0857142857142857,2010
Netherlands,VIETNAM,HANOI,1385.0,1291.0,60.0,0.0444115470022205,2010
Netherlands,VIETNAM,HO-CHI MINH CITY,2790.0,2633.0,142.0,0.0511711711711711,2010
Netherlands,YEMEN,SANA 'A,401.0,278.0,58.0,0.1726190476190476,2010
Netherlands,ZAMBIA,LUSAKA,1.0,1.0,0.0,0.0,2010
Netherlands,ZIMBABWE,HARARE,2.0,2.0,0.0,0.0,2010
Norway,AFGHANISTAN,KABUL,30.0,27.0,3.0,0.1,2010
Norway,ALBANIA,TIRANA,6.0,3.0,3.0,0.5,2010
Norway,ALGERIA,ALGIERS,343.0,248.0,95.0,0.2769679300291545,2010
Norway,ANGOLA,LUANDA,363.0,331.0,32.0,0.0881542699724518,2010
Norway,AUSTRALIA,CANBERRA,241.0,181.0,60.0,0.2489626556016597,2010
Norway,AUSTRALIA,SYDNEY,2.0,1.0,1.0,0.5,2010
Norway,AUSTRIA,VIENNA,0.0,0.0,0.0,,2010
Norway,AZERBAIJAN,BAKU,1597.0,1460.0,137.0,0.0857858484658735,2010
Norway,BANGLADESH,DHAKA,10.0,1.0,9.0,0.9,2010
Norway,BOSNIA AND HERZEGOVINA,SARAJEVO,1045.0,1011.0,34.0,0.0325358851674641,2010
Norway,BRAZIL,BRASILIA,8.0,7.0,1.0,0.125,2010
Norway,BRAZIL,RIO DE JANEIRO,52.0,48.0,4.0,0.0769230769230769,2010
Norway,BULGARIA,SOFIA,16.0,14.0,2.0,0.125,2010
Norway,CANADA,OTTAWA,2.0,0.0,2.0,1.0,2010
Norway,CHILE,SANTIAGO,1.0,0.0,1.0,1.0,2010
Norway,CHINA,BEIJING,12148.0,11735.0,413.0,0.0339973658215344,2010
Norway,CHINA,GUANGZHOU,3849.0,3689.0,160.0,0.0415692387633151,2010
Norway,CHINA,SHANGHAI,4735.0,4608.0,127.0,0.0268215417106652,2010
Norway,COLOMBIA,BOGOTA,5.0,1.0,4.0,0.8,2010
Norway,CÔTE D'IVOIRE,ABIDJAN,732.0,405.0,327.0,0.4467213114754098,2010
Norway,CROATIA,ZAGREB,19.0,19.0,0.0,0.0,2010
Norway,CUBA,HAVANA,3.0,2.0,1.0,0.3333333333333333,2010
Norway,CYPRUS,NICOSIA,0.0,0.0,0.0,,2010
Norway,CZECH REPUBLIC,PRAGUE,4.0,3.0,1.0,0.25,2010
Norway,DENMARK,COPENHAGEN,4.0,3.0,1.0,0.25,2010
Norway,EGYPT,CAIRO,831.0,698.0,133.0,0.1600481347773766,2010
Norway,ERITREA,ASMARA,821.0,586.0,235.0,0.2862362971985384,2010
Norway,ETHIOPIA,ADDIS ABABA,21.0,1.0,20.0,0.9523809523809524,2010
Norway,MACEDONIA,SKOPJE,43.0,39.0,4.0,0.0930232558139534,2010
Norway,FRANCE,PARIS,2.0,1.0,1.0,0.5,2010
Norway,GERMANY,BERLIN,2.0,2.0,0.0,0.0,2010
Norway,GREECE,ATHENS,2.0,0.0,2.0,1.0,2010
Norway,GUATEMALA,GUATEMALA CITY,5.0,5.0,0.0,0.0,2010
Norway,HUNGARY,BUDAPEST,1.0,0.0,1.0,1.0,2010
Norway,INDIA,NEW DELHI,6118.0,5608.0,510.0,0.083360575351422,2010
Norway,INDONESIA,JAKARTA,1481.0,1454.0,27.0,0.0182309250506414,2010
Norway,IRAN,TEHERAN,2510.0,1378.0,1132.0,0.450996015936255,2010
Norway,ISRAEL,TEL AVIV,350.0,284.0,66.0,0.1885714285714285,2010
Norway,ITALY,ROME,2.0,2.0,0.0,0.0,2010
Norway,JAPAN,TOKYO,63.0,62.0,1.0,0.0158730158730158,2010
Norway,JORDAN,AMMAN,749.0,599.0,150.0,0.2002670226969292,2010
Norway,KAZAKHSTAN,ASTANA,888.0,837.0,51.0,0.0574324324324324,2010
Norway,KENYA,NAIROBI,768.0,663.0,105.0,0.13671875,2010
Norway,KOSOVO,PRISTINA,759.0,532.0,227.0,0.2990777338603425,2010
Norway,LATVIA,RIGA,1.0,1.0,0.0,0.0,2010
Norway,LEBANON,BEIRUT,1291.0,1116.0,175.0,0.1355538342370255,2010
Norway,LITHUANIA,VILNIUS,47.0,77.0,0.0,0.0,2010
Norway,MADAGASCAR,ANTANANARIVO,146.0,122.0,24.0,0.1643835616438356,2010
Norway,MALAWI,LILONGWE,263.0,256.0,7.0,0.026615969581749,2010
Norway,MALAYSIA,KUALA LUMPUR,1.0,1.0,0.0,0.0,2010
Norway,MOROCCO,RABAT,311.0,196.0,115.0,0.3697749196141479,2010
Norway,MOZAMBIQUE,MAPUTO,120.0,115.0,5.0,0.0416666666666666,2010
Norway,NEPAL,KATHMANDU,0.0,0.0,0.0,,2010
Norway,NETHERLANDS,THE HAGUE,3.0,2.0,1.0,0.3333333333333333,2010
Norway,NIGERIA,ABUJA,789.0,477.0,312.0,0.3954372623574144,2010
Norway,PAKISTAN,ISLAMABAD,1993.0,1104.0,889.0,0.4460612142498745,2010
Norway,PERU,LIMA,3.0,1.0,2.0,0.6666666666666666,2010
Norway,PHILIPPINES,MANILA,7508.0,6666.0,842.0,0.1121470431539691,2010
Norway,POLAND,WARSAW,0.0,0.0,0.0,,2010
Norway,PORTUGAL,LISBON,18.0,15.0,3.0,0.1666666666666666,2010
Norway,ROMANIA,BUCHAREST,116.0,110.0,6.0,0.0517241379310344,2010
Norway,RUSSIA,ST PETERSBURG,5728.0,5562.0,166.0,0.0289804469273743,2010
Norway,RUSSIA,MURMANSK,16601.0,16265.0,336.0,0.0202397445936991,2010
Norway,RUSSIA,MOSCOW,25317.0,24723.0,594.0,0.0234624955563455,2010
Norway,SAUDI ARABIA,RIYADH,477.0,376.0,101.0,0.2117400419287211,2010
Norway,SERBIA,BELGRADE,37.0,35.0,2.0,0.054054054054054,2010
Norway,SINGAPORE,SINGAPORE,3.0,1.0,2.0,0.6666666666666666,2010
Norway,SOUTH AFRICA,PRETORIA,2082.0,2009.0,73.0,0.0350624399615754,2010
Norway,SPAIN,MADRID,1.0,0.0,1.0,1.0,2010
Norway,SRI LANKA,COLOMBO,2290.0,958.0,1332.0,0.5816593886462882,2010
Norway,SUDAN,KHARTOUM,890.0,630.0,260.0,0.2921348314606741,2010
Norway,SWEDEN,STOCKHOLM,4.0,3.0,1.0,0.25,2010
Norway,SWITZERLAND,BERN,0.0,0.0,0.0,,2010
Norway,SYRIA,DAMASCUS,24.0,9.0,15.0,0.625,2010
Norway,TANZANIA,DAR-ES-SALAAM,475.0,454.0,21.0,0.0442105263157894,2010
Norway,THAILAND,BANGKOK,6979.0,6252.0,727.0,0.1041696518125806,2010
Norway,TUNISIA,TUNIS,2.0,0.0,2.0,1.0,2010
Norway,TURKEY,ANKARA,1305.0,989.0,316.0,0.2421455938697318,2010
Norway,UGANDA,KAMPALA,2076.0,1683.0,393.0,0.1893063583815029,2010
Norway,UKRAINE,KIEV,6622.0,6284.0,338.0,0.0510419812745394,2010
Norway,UNITED ARAB EMIRATES,ABU DHABI,848.0,692.0,156.0,0.1839622641509433,2010
Norway,UNITED KINGDOM,LONDON,2291.0,2096.0,195.0,0.0851156700130947,2010
Norway,UNITED STATES OF AMERICA,HOUSTON,340.0,312.0,28.0,0.0823529411764705,2010
Norway,UNITED STATES OF AMERICA,NEW YORK,387.0,374.0,13.0,0.0335917312661498,2010
Norway,UNITED STATES OF AMERICA,SAN FRANCISCO,685.0,637.0,48.0,0.0700729927007299,2010
Norway,UNITED STATES OF AMERICA,WASHINGTON,1.0,1.0,0.0,0.0,2010
Norway,VENEZUELA,CARACAS,234.0,189.0,45.0,0.1923076923076923,2010
Norway,VIETNAM,HANOI,1373.0,1141.0,232.0,0.1689730517115804,2010
Norway,ZIMBABWE,HARARE,524.0,484.0,40.0,0.0763358778625954,2010
Poland,AFGHANISTAN,KABUL,308.0,262.0,46.0,0.1493506493506493,2010
Poland,ALBANIA,TIRANA,1265.0,979.0,286.0,0.2260869565217391,2010
Poland,ALGERIA,ALGIERS,639.0,472.0,167.0,0.2613458528951486,2010
Poland,ANGOLA,LUANDA,378.0,215.0,163.0,0.4312169312169312,2010
Poland,ARGENTINA,BUENOS AIRES,15.0,10.0,5.0,0.3333333333333333,2010
Poland,ARMENIA,YEREVAN,1603.0,1417.0,186.0,0.1160324391765439,2010
Poland,AUSTRALIA,CANBERRA,5.0,5.0,0.0,0.0,2010
Poland,AUSTRALIA,SYDNEY,55.0,55.0,0.0,0.0,2010
Poland,AUSTRIA,VIENNA,11.0,11.0,0.0,0.0,2010
Poland,AZERBAIJAN,BAKU,1387.0,1341.0,46.0,0.0331651045421773,2010
Poland,BELARUS,GRODNO,38586.0,38196.0,390.0,0.0101072928004975,2010
Poland,BELARUS,MINSK,67960.0,67335.0,625.0,0.0091965862271924,2010
Poland,BELARUS,BREST,43635.0,43528.0,107.0,0.0024521599633321,2010
Poland,BELGIUM,BRUSSELS,10.0,9.0,1.0,0.1,2010
Poland,BOSNIA AND HERZEGOVINA,SARAJEVO,1504.0,1440.0,64.0,0.0425531914893617,2010
Poland,BRAZIL,BRASILIA,11.0,11.0,0.0,0.0,2010
Poland,BRAZIL,CURITIBA,24.0,24.0,0.0,0.0,2010
Poland,BRAZIL,SAO PAULO,21.0,19.0,2.0,0.0952380952380952,2010
Poland,BULGARIA,SOFIA,98.0,94.0,4.0,0.0408163265306122,2010
Poland,CANADA,MONTREAL,45.0,45.0,0.0,0.0,2010
Poland,CANADA,OTTAWA,13.0,13.0,0.0,0.0,2010
Poland,CANADA,TORONTO,69.0,69.0,0.0,0.0,2010
Poland,CANADA,VANCOUVER,60.0,58.0,2.0,0.0333333333333333,2010
Poland,CHILE,SANTIAGO,1.0,1.0,0.0,0.0,2010
Poland,CHINA,BEIJING,5293.0,4825.0,468.0,0.0884186661628566,2010
Poland,CHINA,GUANGZHOU,1405.0,1399.0,6.0,0.0042704626334519,2010
Poland,CHINA,SHANGHAI,3406.0,2982.0,424.0,0.1244862008220786,2010
Poland,COLOMBIA,BOGOTA,347.0,317.0,30.0,0.0864553314121037,2010
Poland,CROATIA,ZAGREB,341.0,332.0,9.0,0.0263929618768328,2010
Poland,CUBA,HAVANA,158.0,153.0,5.0,0.0316455696202531,2010
Poland,CYPRUS,NICOSIA,127.0,91.0,36.0,0.2834645669291338,2010
Poland,CZECH REPUBLIC,OSTRAVA,67.0,64.0,3.0,0.044776119402985,2010
Poland,CZECH REPUBLIC,PRAGUE,94.0,94.0,0.0,0.0,2010
Poland,DENMARK,COPENHAGEN,16.0,14.0,2.0,0.125,2010
Poland,EGYPT,CAIRO,2141.0,1760.0,381.0,0.1779542269967305,2010
Poland,ESTONIA,TALLINN,2.0,2.0,0.0,0.0,2010
Poland,ETHIOPIA,ADDIS ABABA,160.0,120.0,40.0,0.25,2010
Poland,FINLAND,HELSINKI,0.0,0.0,0.0,,2010
Poland,MACEDONIA,SKOPJE,578.0,419.0,159.0,0.2750865051903114,2010
Poland,FRANCE,LYON,3.0,3.0,0.0,0.0,2010
Poland,FRANCE,PARIS,32.0,29.0,3.0,0.09375,2010
Poland,GEORGIA,TBILISI,2299.0,2031.0,268.0,0.1165724227925184,2010
Poland,GERMANY,BERLIN,71.0,67.0,4.0,0.056338028169014,2010
Poland,GERMANY,COLOGNE,32.0,32.0,0.0,0.0,2010
Poland,GERMANY,HAMBURG,4.0,4.0,0.0,0.0,2010
Poland,GERMANY,MUNICH,6.0,5.0,1.0,0.1666666666666666,2010
Poland,GREECE,ATHENS,58.0,58.0,0.0,0.0,2010
Poland,HONG KONG SAR,HONG KONG,89.0,87.0,2.0,0.0224719101123595,2010
Poland,HUNGARY,BUDAPEST,3.0,3.0,0.0,0.0,2010
Poland,INDIA,NEW DELHI,2120.0,1529.0,591.0,0.2787735849056604,2010
Poland,INDIA,MUMBAI,2347.0,2171.0,176.0,0.0749893481039625,2010
Poland,INDONESIA,JAKARTA,1012.0,948.0,64.0,0.0632411067193675,2010
Poland,IRAN,TEHERAN,2386.0,1689.0,697.0,0.2921207041072925,2010
