reporting_year,reporting_state,consulate_country,consulate_country_region,consulate_country_income_group,consulate_city,visitor_visa_applications,visitor_visa_issued,visitor_visa_not_issued,visitor_visa_refusal_rate
2005,Cyprus,Netherlands,Europe & Central Asia,High income,ARUBA,0,0,0,
2005,Cyprus,Netherlands,Europe & Central Asia,High income,THE HAGUE,107,107,0,0.0
2005,Cyprus,Netherlands,Europe & Central Asia,High income,ROTTERDAM,0,0,0,
2005,Cyprus,Netherlands,Europe & Central Asia,High income,WILLEMSTAD,0,0,0,
2005,Cyprus,New Zealand,East Asia & Pacific,High income,WELLINGTON,0,0,0,
2005,Cyprus,Nicaragua,Latin America & Caribbean,Lower middle income,MANAGUA,0,0,0,
2005,Cyprus,Nigeria,Sub-Saharan Africa,Lower middle income,ABUJA,0,0,0,
2005,Cyprus,Nigeria,Sub-Saharan Africa,Lower middle income,LAGOS,285,101,101,0.5
2005,Cyprus,Oman,Middle East & North Africa,High income,MUSCAT,158,157,1,0.006329113924050633
2005,Cyprus,Pakistan,South Asia,Lower middle income,ISLAMABAD,87,86,1,0.011494252873563218
2005,Cyprus,Pakistan,South Asia,Lower middle income,KARACHI,76,67,9,0.11842105263157894
2005,Cyprus,Panama,Latin America & Caribbean,High income,PANAMA CITY,0,0,0,
2005,Cyprus,Peru,Latin America & Caribbean,Upper middle income,LIMA,0,12,0,0.0
2005,Cyprus,Philippines,East Asia & Pacific,Lower middle income,MANILA,204,148,65,0.3051643192488263
2005,Cyprus,Poland,Europe & Central Asia,High income,SEJNY,0,0,0,
2005,Cyprus,Portugal,Europe & Central Asia,High income,LISBON,8,8,0,0.0
2005,Cyprus,Qatar,Middle East & North Africa,High income,DOHA,919,898,21,0.022850924918389554
2005,Cyprus,Romania,Europe & Central Asia,High income,BUCHAREST,0,838,0,0.0
2005,Cyprus,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,15114,15097,17,0.0011247849675797275
2005,Cyprus,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,90088,88514,1574,0.017471805345884023
2005,Cyprus,Rwanda,Sub-Saharan Africa,Low income,KIGALI,0,0,0,
2005,Cyprus,Saudi Arabia,Middle East & North Africa,High income,JEDDAH,1941,1941,0,0.0
2005,Cyprus,Serbia,Europe & Central Asia,Upper middle income,BELGRADE,4257,29,2,0.06451612903225806
2005,Cyprus,Serbia,Europe & Central Asia,Upper middle income,NIS,0,0,0,
2005,Cyprus,Serbia,Europe & Central Asia,Upper middle income,PODGORICA,0,0,0,
2005,Cyprus,Serbia,Europe & Central Asia,Upper middle income,PRISTINA,0,0,0,
2005,Cyprus,Serbia,Europe & Central Asia,Upper middle income,SUBOTICA,0,0,0,
2005,Cyprus,Seychelles,Sub-Saharan Africa,High income,VICTORIA,0,0,0,
2005,Cyprus,Singapore,East Asia & Pacific,High income,SINGAPORE,46,46,0,0.0
2005,Cyprus,Slovenia,Europe & Central Asia,High income,KOPER,0,0,0,
2005,Cyprus,Slovenia,Europe & Central Asia,High income,LJUBLJANA,7,7,0,0.0
2005,Cyprus,Spain,Europe & Central Asia,High income,MALAGA,0,0,0,
2005,Cyprus,Spain,Europe & Central Asia,High income,BARCELONA,0,0,0,
2005,Cyprus,Spain,Europe & Central Asia,High income,BILBAO,0,0,0,
2005,Cyprus,Spain,Europe & Central Asia,High income,MADRID,56,53,3,0.05357142857142857
2005,Cyprus,Spain,Europe & Central Asia,High income,SEVILLA,0,0,0,
2005,Cyprus,Spain,Europe & Central Asia,High income,VIGO,0,0,0,
2005,Cyprus,Sri Lanka,South Asia,Lower middle income,COLOMBO,468,468,0,0.0
2005,Cyprus,Sweden,Europe & Central Asia,High income,STOCKHOLM,0,503,0,0.0
2005,Cyprus,Switzerland,Europe & Central Asia,High income,ZURICH,312,312,312,0.5
2005,Cyprus,Syrian Arab Republic,Middle East & North Africa,Low income,ALEPPO,0,0,0,
2005,Cyprus,Syrian Arab Republic,Middle East & North Africa,Low income,DAMASCUS,2967,2967,2967,0.5
2005,Cyprus,Tunisia,Middle East & North Africa,Lower middle income,SFAX,0,0,0,
2005,Cyprus,Tunisia,Middle East & North Africa,Lower middle income,TUNIS,0,0,0,
2005,Cyprus,Uganda,Sub-Saharan Africa,Low income,KAMPALA,21,21,0,0.0
2005,Cyprus,Ukraine,Europe & Central Asia,Lower middle income,BEREGOVO,0,0,0,
2005,Cyprus,Ukraine,Europe & Central Asia,Lower middle income,KYIV,8149,7354,795,0.09755798257454902
2005,Cyprus,Ukraine,Europe & Central Asia,Lower middle income,LVIV,0,0,0,
2005,Cyprus,Ukraine,Europe & Central Asia,Lower middle income,MARIUPOL,0,0,0,
2005,Cyprus,Ukraine,Europe & Central Asia,Lower middle income,ODESA,0,0,0,
2005,Cyprus,Ukraine,Europe & Central Asia,Lower middle income,UZHHOROD,0,0,0,
2005,Cyprus,United Kingdom,Europe & Central Asia,High income,LONDON,2636,2621,15,0.005690440060698027
2005,Cyprus,United Kingdom,Europe & Central Asia,High income,MANCHESTER,172,171,1,0.005813953488372093
2005,Cyprus,Uruguay,Latin America & Caribbean,High income,MONTEVIDEO,0,0,0,
2005,Cyprus,United States,North America,High income,NEW YORK,87,87,0,0.0
2005,Cyprus,United States,North America,High income,WASHINGTON,228,228,0,0.0
2005,Cyprus,"Venezuela, RB",Latin America & Caribbean,nan,CARACAS,0,0,0,
2005,Cyprus,"Venezuela, RB",Latin America & Caribbean,nan,MARACAY,0,0,0,
2005,Cyprus,"Venezuela, RB",Latin America & Caribbean,nan,VALENCIA,0,0,0,
2005,Cyprus,Zambia,Sub-Saharan Africa,Lower middle income,LUSAKA,24,24,0,0.0
2005,Cyprus,Zimbabwe,Sub-Saharan Africa,Lower middle income,HARARE,39,38,1,0.02564102564102564
2005,Estonia,Austria,Europe & Central Asia,High income,VIENNA,405,398,7,0.01728395061728395
2005,Estonia,Belarus,Europe & Central Asia,Upper middle income,MINSK,3475,3446,29,0.008345323741007195
2005,Estonia,Belgium,Europe & Central Asia,High income,BRUSSELS,81,72,9,0.1111111111111111
2005,Estonia,Canada,North America,High income,OTTAWA,16,16,0,0.0
2005,Estonia,China,East Asia & Pacific,Upper middle income,BEIJING,254,216,38,0.14960629921259844
2005,Estonia,Czechia,Europe & Central Asia,High income,PRAGUE,513,510,3,0.005847953216374269
2005,Estonia,Denmark,Europe & Central Asia,High income,COPENHAGEN,124,101,22,0.17886178861788618
2005,Estonia,Finland,Europe & Central Asia,High income,HELSINKI,3017,2751,263,0.08725945587259455
2005,Estonia,France,Europe & Central Asia,High income,PARIS,120,102,18,0.15
2005,Estonia,Germany,Europe & Central Asia,High income,BERLIN,624,592,32,0.05128205128205128
2005,Estonia,Greece,Europe & Central Asia,High income,ATHENS,39,35,4,0.10256410256410256
2005,Estonia,Hungary,Europe & Central Asia,High income,BUDAPEST,139,136,3,0.02158273381294964
2005,Estonia,India,South Asia,Lower middle income,NEW DELHI,73,30,43,0.589041095890411
2005,Estonia,Ireland,Europe & Central Asia,High income,DUBLIN,66,56,9,0.13846153846153847
2005,Estonia,Italy,Europe & Central Asia,High income,ROME,65,55,10,0.15384615384615385
2005,Estonia,Japan,East Asia & Pacific,High income,TOKYO,47,44,3,0.06382978723404255
2005,Estonia,Latvia,Europe & Central Asia,High income,RIGA,557,544,12,0.02158273381294964
2005,Estonia,Lithuania,Europe & Central Asia,High income,VILNIUS,439,422,17,0.0387243735763098
2005,Estonia,Netherlands,Europe & Central Asia,High income,THE HAGUE,122,119,3,0.02459016393442623
2005,Estonia,Norway,Europe & Central Asia,High income,OSLO,137,117,19,0.13970588235294118
2005,Estonia,Poland,Europe & Central Asia,High income,WARSAW,170,162,12,0.06896551724137931
2005,Estonia,Portugal,Europe & Central Asia,High income,LISBON,10,9,1,0.1
2005,Estonia,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,44711,44000,710,0.015880116305077165
2005,Estonia,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,35502,34743,759,0.021379077235085347
2005,Estonia,Russian Federation,Europe & Central Asia,Upper middle income,PSKOV,5833,5773,60,0.010286302074404252
2005,Estonia,Spain,Europe & Central Asia,High income,MADRID,53,39,9,0.1875
2005,Estonia,Sweden,Europe & Central Asia,High income,STOCKHOLM,667,573,94,0.1409295352323838
2005,Estonia,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,605,545,60,0.09917355371900827
2005,Estonia,Ukraine,Europe & Central Asia,Lower middle income,KYIV,6574,6404,153,0.023333841695897514
2005,Estonia,United Kingdom,Europe & Central Asia,High income,LONDON,594,544,26,0.0456140350877193
2005,Estonia,United States,North America,High income,NEW YORK,235,225,10,0.0425531914893617
2005,Latvia,Austria,Europe & Central Asia,High income,VIENNA,307,300,7,0.02280130293159609
2005,Latvia,Belarus,Europe & Central Asia,Upper middle income,MINSK,16271,15825,446,0.027410730747956486
2005,Latvia,Belarus,Europe & Central Asia,Upper middle income,VITEBSK,6724,6634,90,0.01338488994646044
2005,Latvia,Belgium,Europe & Central Asia,High income,BRUSSELS,132,131,1,0.007575757575757576
2005,Latvia,Canada,North America,High income,OTTAWA,35,34,1,0.02857142857142857
2005,Latvia,China,East Asia & Pacific,Upper middle income,BEIJING,353,330,23,0.06515580736543909
2005,Latvia,Czechia,Europe & Central Asia,High income,PRAGUE,587,572,15,0.02555366269165247
2005,Latvia,Denmark,Europe & Central Asia,High income,COPENHAGEN,126,119,7,0.05555555555555555
2005,Latvia,Estonia,Europe & Central Asia,High income,TALLINN,3294,3241,53,0.016089860352155434
2005,Latvia,Finland,Europe & Central Asia,High income,HELSINKI,555,536,19,0.03423423423423423
2005,Latvia,France,Europe & Central Asia,High income,PARIS,254,230,24,0.09448818897637795
2005,Latvia,Germany,Europe & Central Asia,High income,BERLIN,1704,1637,67,0.03931924882629108
2005,Latvia,Germany,Europe & Central Asia,High income,BONN,654,637,17,0.02599388379204893
2005,Latvia,Greece,Europe & Central Asia,High income,ATHENS,90,87,3,0.03333333333333333
2005,Latvia,Ireland,Europe & Central Asia,High income,DUBLIN,106,99,7,0.0660377358490566
2005,Latvia,Israel,Middle East & North Africa,High income,TEL AVIV,20,20,0,0.0
2005,Latvia,Italy,Europe & Central Asia,High income,ROME,70,70,0,0.0
2005,Latvia,Lithuania,Europe & Central Asia,High income,VILNIUS,4757,4602,155,0.03258356106789994
2005,Latvia,Netherlands,Europe & Central Asia,High income,THE HAGUE,115,105,10,0.08695652173913043
2005,Latvia,Norway,Europe & Central Asia,High income,OSLO,133,133,0,0.0
2005,Latvia,Poland,Europe & Central Asia,High income,WARSAW,247,240,7,0.02834008097165992
2005,Latvia,Portugal,Europe & Central Asia,High income,LISBON,18,18,0,0.0
2005,Latvia,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,24981,24536,445,0.017813538289099717
2005,Latvia,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,51142,49019,2123,0.041511868914004144
2005,Latvia,Russian Federation,Europe & Central Asia,Upper middle income,PSKOV,6879,6653,226,0.03285361244366914
2005,Latvia,Spain,Europe & Central Asia,High income,MADRID,81,77,4,0.04938271604938271
2005,Latvia,Sweden,Europe & Central Asia,High income,STOCKHOLM,330,313,17,0.051515151515151514
2005,Latvia,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,536,495,41,0.07649253731343283
2005,Latvia,Ukraine,Europe & Central Asia,Lower middle income,KYIV,12014,11679,335,0.027884135175628433
2005,Latvia,United Kingdom,Europe & Central Asia,High income,LONDON,743,681,62,0.08344549125168237
2005,Latvia,United States,North America,High income,WASHINGTON,292,287,5,0.017123287671232876
2005,Latvia,Uzbekistan,Europe & Central Asia,Lower middle income,TASHKENT,791,749,42,0.05309734513274336
2005,Lithuania,Argentina,Latin America & Caribbean,Upper middle income,BUENOS AIRES,0,21,0,0.0
2005,Lithuania,Austria,Europe & Central Asia,High income,VIENNA,0,242,0,0.0
2005,Lithuania,Belarus,Europe & Central Asia,Upper middle income,GRODNO,40221,40056,165,0.004102334601327665
2005,Lithuania,Belarus,Europe & Central Asia,Upper middle income,MINSK,90563,90559,4,4.416814813996886e-05
2005,Lithuania,Belgium,Europe & Central Asia,High income,BRUSSELS,0,60,0,0.0
2005,Lithuania,Canada,North America,High income,OTTAWA,0,35,0,0.0
2005,Lithuania,China,East Asia & Pacific,Upper middle income,BEIJING,304,288,16,0.05263157894736842
2005,Lithuania,Czechia,Europe & Central Asia,High income,PRAGUE,0,424,0,0.0
2005,Lithuania,Denmark,Europe & Central Asia,High income,COPENHAGEN,242,238,4,0.01652892561983471
2005,Lithuania,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,320,306,14,0.04375
2005,Lithuania,Estonia,Europe & Central Asia,High income,TALLINN,0,1620,0,0.0
2005,Lithuania,Finland,Europe & Central Asia,High income,HELSINKI,0,177,0,0.0
2005,Lithuania,France,Europe & Central Asia,High income,PARIS,202,199,3,0.01485148514851485
2005,Lithuania,Georgia,Europe & Central Asia,Upper middle income,TBILISI,0,463,0,0.0
2005,Lithuania,Germany,Europe & Central Asia,High income,BERLIN,0,1078,0,0.0
2005,Lithuania,Germany,Europe & Central Asia,High income,BONN,523,519,4,0.0076481835564053535
2005,Lithuania,Greece,Europe & Central Asia,High income,ATHENS,0,56,0,0.0
2005,Lithuania,Hungary,Europe & Central Asia,High income,BUDAPEST,0,63,0,0.0
2005,Lithuania,Ireland,Europe & Central Asia,High income,DUBLIN,0,138,0,0.0
2005,Lithuania,Israel,Middle East & North Africa,High income,TEL AVIV,0,41,0,0.0
2005,Lithuania,Italy,Europe & Central Asia,High income,ROME,107,106,1,0.009345794392523364
2005,Lithuania,Japan,East Asia & Pacific,High income,TOKYO,0,47,0,0.0
2005,Lithuania,Kazakhstan,Europe & Central Asia,Upper middle income,ALMATY,0,22555,0,0.0
2005,Lithuania,Latvia,Europe & Central Asia,High income,RIGA,3528,3527,1,0.0002834467120181406
2005,Lithuania,Netherlands,Europe & Central Asia,High income,THE HAGUE,128,127,1,0.0078125
2005,Lithuania,Norway,Europe & Central Asia,High income,OSLO,96,95,1,0.010416666666666666
2005,Lithuania,Poland,Europe & Central Asia,High income,SEJNY,0,1210,0,0.0
2005,Lithuania,Poland,Europe & Central Asia,High income,WARSAW,0,672,0,0.0
2005,Lithuania,Portugal,Europe & Central Asia,High income,LISBON,0,15,0,0.0
2005,Lithuania,Russian Federation,Europe & Central Asia,Upper middle income,KALININGRAD,87916,87912,4,4.5497975340097364e-05
2005,Lithuania,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,0,18413,0,0.0
2005,Lithuania,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,45233,44671,562,0.01242455729224239
2005,Lithuania,Russian Federation,Europe & Central Asia,Upper middle income,SOVETSK,29952,29942,10,0.0003338675213675214
2005,Lithuania,Spain,Europe & Central Asia,High income,MADRID,0,65,0,0.0
2005,Lithuania,Sweden,Europe & Central Asia,High income,STOCKHOLM,0,219,0,0.0
2005,Lithuania,Switzerland,Europe & Central Asia,High income,GENEVA,0,70,0,0.0
2005,Lithuania,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,797,787,12,0.015018773466833541
2005,Lithuania,Ukraine,Europe & Central Asia,Lower middle income,KYIV,21460,21393,67,0.0031220876048462256
2005,Lithuania,United Kingdom,Europe & Central Asia,High income,LONDON,679,677,2,0.0029455081001472753
2005,Lithuania,United States,North America,High income,CHICAGO,0,45,0,0.0
2005,Lithuania,United States,North America,High income,NEW YORK,0,204,0,0.0
2005,Lithuania,United States,North America,High income,WASHINGTON,0,49,0,0.0
2005,Hungary,Albania,Europe & Central Asia,Upper middle income,TIRANA,1453,1346,107,0.07364074328974536
2005,Hungary,Algeria,Middle East & North Africa,Lower middle income,ALGIERS,457,259,198,0.43326039387308535
2005,Hungary,Argentina,Latin America & Caribbean,Upper middle income,BUENOS AIRES,17,17,0,0.0
2005,Hungary,Australia,East Asia & Pacific,High income,CANBERRA,19,15,4,0.21052631578947367
2005,Hungary,Australia,East Asia & Pacific,High income,SYDNEY,61,61,0,0.0
2005,Hungary,Austria,Europe & Central Asia,High income,VIENNA,11807,11807,0,0.0
2005,Hungary,Belgium,Europe & Central Asia,High income,BRUSSELS,586,578,8,0.013651877133105802
2005,Hungary,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SARAJEVO,8198,8185,13,0.0015857526225908757
2005,Hungary,Brazil,Latin America & Caribbean,Upper middle income,BRASILIA,9,6,3,0.3333333333333333
2005,Hungary,Brazil,Latin America & Caribbean,Upper middle income,SAO PAULO,14,13,1,0.07142857142857142
2005,Hungary,Bulgaria,Europe & Central Asia,Upper middle income,SOFIA,330,319,11,0.03333333333333333
2005,Hungary,Canada,North America,High income,MONTREAL,7,5,2,0.2857142857142857
2005,Hungary,Canada,North America,High income,OTTAWA,210,194,16,0.0761904761904762
2005,Hungary,Canada,North America,High income,TORONTO,206,205,1,0.0048543689320388345
2005,Hungary,Chile,Latin America & Caribbean,High income,SANTIAGO,46,39,7,0.15217391304347827
2005,Hungary,China,East Asia & Pacific,Upper middle income,BEIJING,11038,10585,453,0.041040043486138794
2005,Hungary,China,East Asia & Pacific,Upper middle income,SHANGHAI,1458,1347,111,0.07613168724279835
2005,Hungary,Colombia,Latin America & Caribbean,Upper middle income,BOGOTA,955,835,120,0.1256544502617801
2005,Hungary,Croatia,Europe & Central Asia,High income,OSIJEK,97,97,0,0.0
2005,Hungary,Croatia,Europe & Central Asia,High income,ZAGREB,299,297,2,0.006688963210702341
2005,Hungary,Cuba,Latin America & Caribbean,Upper middle income,HAVANA,229,229,0,0.0
2005,Hungary,Cyprus,Europe & Central Asia,High income,NICOSIA,148,145,3,0.02027027027027027
2005,Hungary,Czechia,Europe & Central Asia,High income,PRAGUE,2307,2303,4,0.0017338534893801473
2005,Hungary,Denmark,Europe & Central Asia,High income,COPENHAGEN,342,340,2,0.005847953216374269
2005,Hungary,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,CAIRO,1946,1671,275,0.14131551901336073
2005,Hungary,Estonia,Europe & Central Asia,High income,TALLINN,273,273,0,0.0
2005,Hungary,Finland,Europe & Central Asia,High income,HELSINKI,206,206,0,0.0
2005,Hungary,North Macedonia,Europe & Central Asia,Upper middle income,SKOPJE,7389,7372,17,0.0023007172824468804
2005,Hungary,France,Europe & Central Asia,High income,PARIS,2124,2108,16,0.007532956685499058
2005,Hungary,Germany,Europe & Central Asia,High income,BERLIN,1434,1428,6,0.0041841004184100415
2005,Hungary,Germany,Europe & Central Asia,High income,BONN,2714,2713,1,0.00036845983787767134
2005,Hungary,Germany,Europe & Central Asia,High income,MUNICH,2879,2868,11,0.0038207711010767626
2005,Hungary,Germany,Europe & Central Asia,High income,STUTTGART,2200,2194,6,0.0027272727272727275
2005,Hungary,Greece,Europe & Central Asia,High income,ATHENS,133,133,0,0.0
2005,Hungary,China,East Asia & Pacific,Upper middle income,HONG KONG,114,104,10,0.08771929824561403
2005,Hungary,Hungary,Europe & Central Asia,High income,BUDAPEST,7541,7540,1,0.00013260840737302744
2005,Hungary,India,South Asia,Lower middle income,NEW DELHI,3620,3139,481,0.13287292817679558
2005,Hungary,Indonesia,East Asia & Pacific,Upper middle income,JAKARTA,1857,1761,96,0.051696284329563816
2005,Hungary,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,TEHERAN,2131,2085,46,0.021586109807602064
2005,Hungary,Ireland,Europe & Central Asia,High income,DUBLIN,364,359,5,0.013736263736263736
2005,Hungary,Israel,Middle East & North Africa,High income,TEL AVIV,221,218,3,0.013574660633484163
2005,Hungary,Italy,Europe & Central Asia,High income,MILAN,9284,9240,44,0.004739336492890996
2005,Hungary,Italy,Europe & Central Asia,High income,ROME,3279,3263,16,0.004879536444037816
2005,Hungary,Japan,East Asia & Pacific,High income,TOKYO,64,60,4,0.0625
2005,Hungary,Jordan,Middle East & North Africa,Lower middle income,AMMAN,473,431,42,0.08879492600422834
2005,Hungary,Kazakhstan,Europe & Central Asia,Upper middle income,ALMATY,1158,1156,2,0.0017271157167530224
2005,Hungary,Kenya,Sub-Saharan Africa,Lower middle income,NAIROBI,186,144,42,0.22580645161290322
2005,Hungary,"Korea, Rep.",East Asia & Pacific,High income,SEOUL,9,9,0,0.0
2005,Hungary,Kuwait,Middle East & North Africa,High income,KUWAIT CITY,467,464,3,0.006423982869379015
2005,Hungary,Lebanon,Middle East & North Africa,Lower middle income,BEIRUT,799,756,43,0.05381727158948686
2005,Hungary,Libya,Middle East & North Africa,Upper middle income,TRIPOLI,467,459,8,0.017130620985010708
2005,Hungary,Lithuania,Europe & Central Asia,High income,VILNIUS,42,41,1,0.023809523809523808
2005,Hungary,Luxembourg,Europe & Central Asia,High income,LUXEMBOURG,77,77,0,0.0
2005,Hungary,Malaysia,East Asia & Pacific,Upper middle income,KUALA LUMPUR,69,42,27,0.391304347826087
2005,Hungary,Mexico,Latin America & Caribbean,Upper middle income,MEXICO CITY,31,30,1,0.03225806451612903
2005,Hungary,Moldova,Europe & Central Asia,Upper middle income,CHISINAU,27036,26283,753,0.02785175321793165
2005,Hungary,Mongolia,East Asia & Pacific,Lower middle income,ULAN BATOR,289,276,13,0.04498269896193772
2005,Hungary,Morocco,Middle East & North Africa,Lower middle income,RABAT,322,233,89,0.27639751552795033
2005,Hungary,Netherlands,Europe & Central Asia,High income,THE HAGUE,695,673,22,0.031654676258992806
2005,Hungary,Nigeria,Sub-Saharan Africa,Lower middle income,ABUJA,1147,531,616,0.5370531822144725
2005,Hungary,Norway,Europe & Central Asia,High income,OSLO,508,508,0,0.0
2005,Hungary,Pakistan,South Asia,Lower middle income,ISLAMABAD,699,439,260,0.3719599427753934
2005,Hungary,Peru,Latin America & Caribbean,Upper middle income,LIMA,286,271,15,0.05244755244755245
2005,Hungary,Poland,Europe & Central Asia,High income,KRAKOW,201,197,4,0.01990049751243781
2005,Hungary,Poland,Europe & Central Asia,High income,WARSAW,4122,4092,30,0.00727802037845706
2005,Hungary,Portugal,Europe & Central Asia,High income,LISBON,2616,2614,2,0.0007645259938837921
2005,Hungary,Qatar,Middle East & North Africa,High income,DOHA,216,214,2,0.009259259259259259
2005,Hungary,Romania,Europe & Central Asia,High income,BUCHAREST,941,933,8,0.008501594048884165
2005,Hungary,Romania,Europe & Central Asia,High income,CLUJ-NAPOCA,1741,1724,17,0.009764503159103963
2005,Hungary,Russian Federation,Europe & Central Asia,Upper middle income,ST PETERSBURG,8772,8749,23,0.0026219790241678066
2005,Hungary,Russian Federation,Europe & Central Asia,Upper middle income,MOSCOW,41483,41385,98,0.00236241351879083
2005,Hungary,Saudi Arabia,Middle East & North Africa,High income,RIYADH,576,560,16,0.027777777777777776
2005,Hungary,Serbia,Europe & Central Asia,Upper middle income,BELGRADE,83819,83141,678,0.008088858134790442
2005,Hungary,Serbia,Europe & Central Asia,Upper middle income,SUBOTICA,118971,118859,112,0.000941405888830051
2005,Hungary,Singapore,East Asia & Pacific,High income,SINGAPORE,137,136,1,0.0072992700729927005
2005,Hungary,Slovak Republic,Europe & Central Asia,High income,BRATISLAVA,1093,1084,9,0.008234217749313814
2005,Hungary,Slovak Republic,Europe & Central Asia,High income,KOŠICE,429,429,0,0.0
2005,Hungary,Slovenia,Europe & Central Asia,High income,LJUBLJANA,1336,1331,5,0.0037425149700598802
2005,Hungary,South Africa,Sub-Saharan Africa,Upper middle income,PRETORIA,3128,3122,6,0.0019181585677749361
2005,Hungary,Spain,Europe & Central Asia,High income,BARCELONA,1070,1064,6,0.005607476635514018
2005,Hungary,Spain,Europe & Central Asia,High income,MADRID,1102,1097,5,0.004537205081669692
2005,Hungary,Sweden,Europe & Central Asia,High income,STOCKHOLM,265,259,6,0.022641509433962263
2005,Hungary,Switzerland,Europe & Central Asia,High income,BERN,956,955,1,0.0010460251046025104
2005,Hungary,Syrian Arab Republic,Middle East & North Africa,Low income,DAMASCUS,788,708,80,0.10152284263959391
2005,Hungary,"Taiwan, China",East Asia & Pacific,High income,TAIPEI,11393,11388,5,0.0004388659703326604
2005,Hungary,Thailand,East Asia & Pacific,Upper middle income,BANGKOK,4752,4748,4,0.0008417508417508417
2005,Hungary,Tunisia,Middle East & North Africa,Lower middle income,TUNIS,462,388,74,0.16017316017316016
2005,Hungary,Türkiye,Europe & Central Asia,Upper middle income,ANKARA,7262,7230,32,0.004406499586890664
2005,Hungary,Türkiye,Europe & Central Asia,Upper middle income,ISTANBUL,20413,20329,84,0.004115024739136825
2005,Hungary,Ukraine,Europe & Central Asia,Lower middle income,BEREGOVO,84190,83916,274,0.0032545432949281387
2005,Hungary,Ukraine,Europe & Central Asia,Lower middle income,KYIV,54582,54338,244,0.004470338206734821
2005,Hungary,Ukraine,Europe & Central Asia,Lower middle income,UZHHOROD,67875,67708,167,0.0024604051565377534
2005,Hungary,United Arab Emirates,Middle East & North Africa,High income,ABU DHABI,989,940,49,0.04954499494438827
2005,Hungary,United Kingdom,Europe & Central Asia,High income,LONDON,3595,3591,4,0.0011126564673157164
2005,Hungary,United States,North America,High income,LOS ANGELES,327,320,7,0.021406727828746176
2005,Hungary,United States,North America,High income,NEW YORK,1086,1086,0,0.0
2005,Hungary,United States,North America,High income,WASHINGTON,539,534,5,0.00927643784786642
2005,Hungary,Vietnam,East Asia & Pacific,Lower middle income,HANOI,250,199,51,0.204
2005,Hungary,Vietnam,East Asia & Pacific,Lower middle income,HO-CHI MINH CITY,89,75,14,0.15730337078651685
2005,Poland,Albania,Europe & Central Asia,Upper middle income,TIRANA,586,572,14,0.023890784982935155
2005,Poland,Algeria,Middle East & North Africa,Lower middle income,ALGIERS,660,611,58,0.08669656203288491
2005,Poland,Angola,Sub-Saharan Africa,Lower middle income,LUANDA,59,52,7,0.11864406779661017
2005,Poland,Argentina,Latin America & Caribbean,Upper middle income,BUENOS AIRES,33,24,9,0.2727272727272727
2005,Poland,Armenia,Europe & Central Asia,Upper middle income,YEREVAN,1539,1537,3,0.001948051948051948
2005,Poland,Australia,East Asia & Pacific,High income,CANBERRA,0,0,0,
2005,Poland,Australia,East Asia & Pacific,High income,SYDNEY,97,97,0,0.0
2005,Poland,Austria,Europe & Central Asia,High income,VIENNA,861,853,8,0.009291521486643438
2005,Poland,Azerbaijan,Europe & Central Asia,Upper middle income,BAKU,1087,1086,1,0.0009199632014719411
2005,Poland,Belarus,Europe & Central Asia,Upper middle income,BREST,118050,117492,448,0.0037985416313379683
2005,Poland,Belarus,Europe & Central Asia,Upper middle income,GRODNO,80470,80177,322,0.004000049690058262
2005,Poland,Belarus,Europe & Central Asia,Upper middle income,MINSK,89657,89678,45,0.0005015436398693757
2005,Poland,Belgium,Europe & Central Asia,High income,BRUSSELS,680,671,9,0.013235294117647059
2005,Poland,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,SARAJEVO,644,644,0,0.0
2005,Poland,Brazil,Latin America & Caribbean,Upper middle income,BRASILIA,1,1,0,0.0
2005,Poland,Brazil,Latin America & Caribbean,Upper middle income,CURITIBA,5,2,3,0.6
2005,Poland,Brazil,Latin America & Caribbean,Upper middle income,RIO DE JANEIRO,4,4,0,0.0
2005,Poland,Brazil,Latin America & Caribbean,Upper middle income,SAO PAULO,7,5,2,0.2857142857142857
2005,Poland,Bulgaria,Europe & Central Asia,Upper middle income,SOFIA,90,88,2,0.022222222222222223
2005,Poland,Bulgaria,Europe & Central Asia,Upper middle income,VARNA,22,22,0,0.0
2005,Poland,Cambodia,East Asia & Pacific,Lower middle income,PHNOM PENH,65,58,7,0.1076923076923077
2005,Poland,Canada,North America,High income,MONTREAL,72,72,0,0.0
2005,Poland,Canada,North America,High income,OTTAWA,37,37,0,0.0
2005,Poland,Canada,North America,High income,TORONTO,342,342,0,0.0
